id,name,elevation_m,location_wkt,source_type,department
71108001,CHASSELAS,330,SRID=4326;POINT(4.72 46.273333),real,71
71112001,CHATEAU,330,SRID=4326;POINT(4.594667 46.408),real,71
71120001,CHAUFFAILLES,440,SRID=4326;POINT(4.348833 46.203),real,71
71130001,CHISSEY,245,SRID=4326;POINT(4.75 46.526667),real,71
71130002,CHISSEY-LES-MACON,254,SRID=4326;POINT(4.723 46.520833),real,71
71137001,CLUNY,258,SRID=4326;POINT(4.647833 46.435667),real,71
71152001,CRESSY,287,SRID=4326;POINT(3.835833 46.702167),real,71
71153002,CREUSOT(LE),320,SRID=4326;POINT(4.443333 46.79),real,71
71165001,CUSSY-EN-MORVAN,510,SRID=4326;POINT(4.173667 47.086167),real,71
71176002,DIGOIN,248,SRID=4326;POINT(3.987333 46.472333),real,71
71190001,EPINAC,325,SRID=4326;POINT(4.496333 46.997667),real,71
71202001,FONTAINES,200,SRID=4326;POINT(4.772667 46.860333),real,71
71210001,FUISSE,260,SRID=4326;POINT(4.741333 46.2815),real,71
71219001,GIGNY,183,SRID=4326;POINT(4.943333 46.661667),real,71
71230002,GUEUGNON,305,SRID=4326;POINT(4.020833 46.598167),real,71
71231003,GUICHE(LA),428,SRID=4326;POINT(4.455167 46.550167),real,71
71240001,JALOGNY_SAPC,246,SRID=4326;POINT(4.651 46.402167),real,71
71256001,LESSARD,210,SRID=4326;POINT(5.083333 46.755),real,71
71263004,LOUHANS,179,SRID=4326;POINT(5.228333 46.625),real,71
71266001,LUCENAY,360,SRID=4326;POINT(4.24 47.088333),real,71
71267001,LUGNY,247,SRID=4326;POINT(4.823333 46.477333),real,71
71267002,LUGNY SA,280,SRID=4326;POINT(4.81 46.477833),real,71
71275002,MARCIGNY,250,SRID=4326;POINT(4.033333 46.276667),real,71
71289001,MATOUR_SAPC,415,SRID=4326;POINT(4.480333 46.304),real,71
71291001,MELAY,315,SRID=4326;POINT(4.002333 46.215),real,71
71294001,MERCUREY,258,SRID=4326;POINT(4.737 46.840167),real,71
71310002,MONTCHANIN,300,SRID=4326;POINT(4.461833 46.727667),real,71
71318001,MONTPONT,205,SRID=4326;POINT(5.163 46.57),real,71
71320001,MT-ST-VINCENT,601,SRID=4326;POINT(4.477 46.627667),real,71
71340002,PALINGES,281,SRID=4326;POINT(4.228 46.554667),real,71
71342001,PARAY,267,SRID=4326;POINT(4.094333 46.446333),real,71
71346001,PERRECY LES FORGES,290,SRID=4326;POINT(4.213833 46.617833),real,71
71349001,LA PETITE VERRIERE,360,SRID=4326;POINT(4.160167 47.047),real,71
71351001,PIERRE DE BRESSE,208,SRID=4326;POINT(5.270167 46.884667),real,71
71371001,LA ROCHE VINEUSE,265,SRID=4326;POINT(4.726333 46.345167),real,71
71372001,ROMANECHE,190,SRID=4326;POINT(4.739833 46.182833),real,71
71373001,ROMENAY,210,SRID=4326;POINT(5.061167 46.493833),real,71
71376001,ROUSSILLON EN MORVAN,520,SRID=4326;POINT(4.142667 47.015667),real,71
71378001,RULLY,240,SRID=4326;POINT(4.744167 46.8665),real,71
71379001,SAGY,203,SRID=4326;POINT(5.305167 46.605333),real,71
71394001,ST-BONNET-DE-J,402,SRID=4326;POINT(4.440333 46.486),real,71
71405001,ST-DIDIER-EN-B,190,SRID=4326;POINT(5.091667 46.851667),real,71
71417004,ST-GENGOUX-LE-NATIONAL,260,SRID=4326;POINT(4.652667 46.614333),real,71
71419002,ST-GERMAIN-DU-B,200,SRID=4326;POINT(5.239333 46.754333),real,71
71420001,ST-GERMAIN-DU-P,190,SRID=4326;POINT(4.985 46.700667),real,71
71445001,ST-MARCEL,187,SRID=4326;POINT(4.905667 46.782333),real,71
71460001,ST-MAURICE-DE-S,245,SRID=4326;POINT(4.7835 46.426),real,71
71464001,ST-MAURICE-LES-COUCHES_SAPC,300,SRID=4326;POINT(4.594833 46.881833),real,71
71472005,ST-PRIX,470,SRID=4326;POINT(4.0735 46.958333),real,71
71482001,ST-SYMPHORIEN DE MARMAGNE,349,SRID=4326;POINT(4.336167 46.852167),real,71
71486002,ST-VALLIER,280,SRID=4326;POINT(4.35 46.65),real,71
71491001,ST YAN,242,SRID=4326;POINT(4.0165 46.408333),real,71
71495001,SALORNAY SUR GUYE,215,SRID=4326;POINT(4.596667 46.523333),real,71
71506001,SAVIGNY-EN-REV,199,SRID=4326;POINT(5.377 46.633167),real,71
71512001,SENNECEY,190,SRID=4326;POINT(4.879167 46.620167),real,71
71523001,SIMARD,211,SRID=4326;POINT(5.181167 46.714167),real,71
71539001,TINTRY,400,SRID=4326;POINT(4.4675 46.930333),real,71
71540002,TORCY,317,SRID=4326;POINT(4.4465 46.756667),real,71
71541001,TORPES_SAPC,190,SRID=4326;POINT(5.337333 46.837667),real,71
71542001,TOULON/ARROUX,269,SRID=4326;POINT(4.138833 46.690833),real,71
71542004,TOULON SUR  ARROUX SA,306,SRID=4326;POINT(4.156 46.688667),real,71
71543001,TOURNUS,200,SRID=4326;POINT(4.9005 46.566167),real,71
71551001,UCHON,558,SRID=4326;POINT(4.276167 46.819833),real,71
71551002,UCHON,654,SRID=4326;POINT(4.253333 46.813333),real,71
71558001,VARENNES-ST-SA,207,SRID=4326;POINT(5.255333 46.529333),real,71
71566001,VERDUN,176,SRID=4326;POINT(5.0225 46.8955),real,71
71589001,VITRY/LOIRE,258,SRID=4326;POINT(3.721667 46.691667),real,71
73004001,AILLON LE JEUNE,900,SRID=4326;POINT(6.080167 45.617833),real,73
73004400,Les Aillons (Margeriaz),1400,SRID=4326;POINT(6.061167 45.642167),real,73
73008003,AIX LES BAINS,234,SRID=4326;POINT(5.889667 45.700333),real,73
73011002,ALBERTVILLE,331,SRID=4326;POINT(6.371833 45.662167),real,73
73011004,ALBERTVILLE JO,332,SRID=4326;POINT(6.371833 45.662333),real,73
73013001,ALBIEZ,1540,SRID=4326;POINT(6.341 45.2155),real,73
73013002,ALBIEZ-MONTROND,1633,SRID=4326;POINT(6.336333 45.210667),real,73
73015001,MERIBEL BURGIN,2040,SRID=4326;POINT(6.5895 45.3875),real,73
73015400,Meribel Mottaret,1700,SRID=4326;POINT(6.583333 45.371667),real,73
73017001,APREMONT,370,SRID=4326;POINT(5.951833 45.515667),real,73
73021001,ARVILLARD,500,SRID=4326;POINT(6.117333 45.44),real,73
73023001,AUSSOIS-CLIM,1467,SRID=4326;POINT(6.744333 45.229833),real,73
73023401,Aussois,2166,SRID=4326;POINT(6.732667 45.247667),real,73
73024400,Valmorel,1333,SRID=4326;POINT(6.445167 45.461833),real,73
73026001,AVRIEUX,1104,SRID=4326;POINT(6.716833 45.214),real,73
73034002,BEAUFORT-SUR-DORON,1036,SRID=4326;POINT(6.568667 45.691),real,73
73034400,Areches,1209,SRID=4326;POINT(6.5405 45.671333),real,73
73040005,BESSANS-CLIM,1731,SRID=4326;POINT(7.002333 45.322833),real,73
73040400,Bessans,1713,SRID=4326;POINT(6.995333 45.320667),real,73
73040402,BONNEVAL-NIVOSE,2741,SRID=4326;POINT(7.051167 45.351667),real,73
73047401,Bonneval sur Arc,1830,SRID=4326;POINT(7.057167 45.373667),real,73
73051001,MONT DU CHAT,1496,SRID=4326;POINT(5.8215 45.6605),real,73
73052001,BOURGET-EN-HUILE,890,SRID=4326;POINT(6.205667 45.489667),real,73
73052002,BOURGET EN HUILE_SAPC,820,SRID=4326;POINT(6.207667 45.486667),real,73
73053001,BOURGNEUF,300,SRID=4326;POINT(6.2335 45.5545),real,73
73054001,BOURG ST MAURICE,865,SRID=4326;POINT(6.763333 45.612667),real,73
73054401,Les Arcs,2040,SRID=4326;POINT(6.826667 45.573333),real,73
73055001,BOZEL,865,SRID=4326;POINT(6.6495 45.44),real,73
73057001,BRIDES LES BAIN,600,SRID=4326;POINT(6.571667 45.453667),real,73
73064001,CHALLES LES EAUX,298,SRID=4326;POINT(5.970333 45.565167),real,73
73064002,CHALLES TEPPES,307,SRID=4326;POINT(5.973333 45.548167),real,73
73065005,CHAMBERY,256,SRID=4326;POINT(5.902833 45.5805),real,73
73071403,BELLECOTE-NIVOSE,2992,SRID=4326;POINT(6.771167 45.489),real,73
73082001,LA CHAVANNE,318,SRID=4326;POINT(6.074667 45.494667),real,73
73085001,CHINDRIEUX,340,SRID=4326;POINT(5.847333 45.832167),real,73
73093001,GRANDE PAREI-NIVOSE,2260,SRID=4326;POINT(6.6475 45.614667),real,73
73098002,LA FECLAZ,1350,SRID=4326;POINT(5.985667 45.643),real,73
73098003,FECLAZ_SAPC,1328,SRID=4326;POINT(5.983667 45.647167),real,73
73106001,ECOLE,732,SRID=4326;POINT(6.17 45.650333),real,73
73107001,ENTREMONT LE VIEUX_SAPC,1059,SRID=4326;POINT(5.9005 45.444167),real,73
73116001,LA TOUSSUIRE,1766,SRID=4326;POINT(6.252 45.255667),real,73
73123402,LA GIETTAZ,1217,SRID=4326;POINT(6.525833 45.878333),real,73
73124001,GILLY SUR ISERE,330,SRID=4326;POINT(6.3435 45.653167),real,73
73132001,HAUTELUCE,1215,SRID=4326;POINT(6.638833 45.772333),real,73
73132003,COL-DES-SAISIES,1614,SRID=4326;POINT(6.535333 45.755),real,73
73132400,Les Saisies,1636,SRID=4326;POINT(6.528833 45.758333),real,73
73132403,Col des Saisies,1633,SRID=4326;POINT(6.53 45.76),real,73
73138002,JARRIER,1200,SRID=4326;POINT(6.3085 45.279333),real,73
73139001,JARSY_SAPC,832,SRID=4326;POINT(6.176833 45.658833),real,73
73139401,ALLANT-NIVOSE,1684,SRID=4326;POINT(6.211833 45.663833),real,73
73143003,LANSLEBOURG MT,2000,SRID=4326;POINT(6.944667 45.2235),real,73
73144001,MONT CENIS,2032,SRID=4326;POINT(6.899167 45.269333),real,73
73144404,Val Cenis (La Berche),2101,SRID=4326;POINT(6.922333 45.274167),real,73
73146001,LESCHERAINES,591,SRID=4326;POINT(6.108333 45.715167),real,73
73150004,LA PLAGNE_SAPC,2120,SRID=4326;POINT(6.675167 45.500333),real,73
73150400,La Plagne,1980,SRID=4326;POINT(6.678667 45.506833),real,73
73157002,MODANE,1228,SRID=4326;POINT(6.674167 45.193667),real,73
73157004,FREJUS,1228,SRID=4326;POINT(6.674167 45.193667),real,73
73157400,Val Frejus,2208,SRID=4326;POINT(6.664833 45.155833),real,73
73158001,MOGNARD,340,SRID=4326;POINT(5.957167 45.762),real,73
73167001,MONTGELLAFREY,1057,SRID=4326;POINT(6.321 45.393),real,73
73171002,MONTMELIAN,264,SRID=4326;POINT(6.049167 45.493833),real,73
73173400,Les Karellis,1603,SRID=4326;POINT(6.404 45.227667),real,73
73175001,MONTSAPEY,960,SRID=4326;POINT(6.336833 45.5225),real,73
73176400,La Rosiere,1867,SRID=4326;POINT(6.848333 45.629833),real,73
73179001,LA MOTTE SERVOL,310,SRID=4326;POINT(5.860333 45.595),real,73
73179002,LA MOTTE SERVOLEX NOIRAY,350,SRID=4326;POINT(5.853667 45.609333),real,73
73181001,MOUTIERS,480,SRID=4326;POINT(6.534167 45.484667),real,73
73187002,LA LECHERE,1340,SRID=4326;POINT(6.511667 45.556667),real,73
73187006,LA LECHERE_SAPC,1195,SRID=4326;POINT(6.501 45.549167),real,73
73191001,NOVALAISE,460,SRID=4326;POINT(5.776833 45.597333),real,73
73191005,LAC AIGUEBELETTE,375,SRID=4326;POINT(5.795833 45.564833),real,73
73191800,NOVALAISE_DOUBLE,435,SRID=4326;POINT(5.773 45.595667),real,73
73194401,Orelle,2356,SRID=4326;POINT(6.571 45.247833),real,73
73197001,PEISEY NANCROIX,1350,SRID=4326;POINT(6.7565 45.544),real,73
73206001,PRALOGNAN LA VANOISE,1420,SRID=4326;POINT(6.716667 45.386),real,73
73206400,Pralognan,1416,SRID=4326;POINT(6.72 45.381667),real,73
73215001,LA ROCHETTE,350,SRID=4326;POINT(6.112333 45.452167),real,73
73220001,ST-ALBAN DES HURTIERES,610,SRID=4326;POINT(6.271333 45.477167),real,73
73227400,Courchevel,1780,SRID=4326;POINT(6.632167 45.413333),real,73
73228002,ST-CASSIN,550,SRID=4326;POINT(5.8865 45.532667),real,73
73229001,ST-CHRISTOPHE LA-GROTTE,420,SRID=4326;POINT(5.777333 45.452833),real,73
73230002,ST COLOMBAN DES VILLARDS,1085,SRID=4326;POINT(6.231167 45.293),real,73
73232001,STE-FOY-TARENTAISE,1230,SRID=4326;POINT(6.886833 45.601833),real,73
73232400,STE FOY STATION,1524,SRID=4326;POINT(6.895167 45.577833),real,73
73235400,ST FRANCOIS LONG,1595,SRID=4326;POINT(6.3635 45.417833),real,73
73242001,ST JEAN D ARVES,1285,SRID=4326;POINT(6.284333 45.190167),real,73
73242003,ST JEAN D'ARVES_SAPC,1573,SRID=4326;POINT(6.278833 45.206833),real,73
73244001,ST-JEAN DE BELLEVILLE,1150,SRID=4326;POINT(6.482833 45.427667),real,73
73248002,ST-JEAN DE MAURIENNE,550,SRID=4326;POINT(6.354333 45.282167),real,73
73248003,ST JEAN DE MAUR,610,SRID=4326;POINT(6.333333 45.266667),real,73
73255003,STE MARIE CUINES,460,SRID=4326;POINT(6.307167 45.3435),real,73
73257001,ST-MARTIN DE BELLEVILLE,1443,SRID=4326;POINT(6.5105 45.368167),real,73
73257003,LA MASSE,2800,SRID=4326;POINT(6.508333 45.297333),real,73
73257004,ST-MARTIN BELLEVILLE,1560,SRID=4326;POINT(6.521667 45.361667),real,73
73257005,VAL THORENS_SAPC,2277,SRID=4326;POINT(6.581 45.294),real,73
73257400,Les Menuires,1800,SRID=4326;POINT(6.541667 45.323333),real,73
73257405,VAL THORENS,2283,SRID=4326;POINT(6.5825 45.2945),real,73
73258001,ST-MARTIN DE LA PORTE,763,SRID=4326;POINT(6.446167 45.238833),real,73
73261001,ST-MICHEL DE MAURIENNE LE THYL,1345,SRID=4326;POINT(6.490833 45.223667),real,73
73261003,ST MICHEL MAUR_SAPC,698,SRID=4326;POINT(6.4645 45.218167),real,73
73276001,ST-PIERRE DE SOUCY,351,SRID=4326;POINT(6.0935 45.482333),real,73
73280001,ST-SORLIN D'ARVES,1694,SRID=4326;POINT(6.216333 45.224),real,73
73280402,ST SORLIN D'ARVES,2090,SRID=4326;POINT(6.2025 45.217167),real,73
73290002,TERMIGNON-CLIM,1280,SRID=4326;POINT(6.8145 45.274833),real,73
73296002,TIGNES-BREVIERES,1570,SRID=4326;POINT(6.920667 45.507833),real,73
73296005,TIGNES_SAPC,2084,SRID=4326;POINT(6.907167 45.467),real,73
73296400,Tignes,2080,SRID=4326;POINT(6.908333 45.468333),real,73
73296406,LE CHEVRIL-NIVOSE,2559,SRID=4326;POINT(6.955333 45.499667),real,73
73297003,ALBERTVILLE,314,SRID=4326;POINT(6.327667 45.627833),real,73
73301001,TREVIGNIN,730,SRID=4326;POINT(5.977333 45.706833),real,73
73303005,UGINE,539,SRID=4326;POINT(6.421 45.759167),real,73
73304004,VAL D ISERE,1850,SRID=4326;POINT(6.978167 45.444833),real,73
73304005,VAL D'ISERE JOS,1850,SRID=4326;POINT(6.978167 45.444833),real,73
73304402,Le Molard,2310,SRID=4326;POINT(7.016167 45.441833),real,73
73304404,Val d Isere Joseray,1854,SRID=4326;POINT(6.978167 45.445),real,73
73306005,VALLOIRE FOREST,1460,SRID=4326;POINT(6.433167 45.173),real,73
73306401,LES ROCHILLES-NIVOSE,2444,SRID=4326;POINT(6.469 45.085),real,73
73306403,Valloire,2295,SRID=4326;POINT(6.4635 45.160833),real,73
73307400,Valmeinier,1788,SRID=4326;POINT(6.493833 45.176),real,73
73312001,VERRENS ARVEY,530,SRID=4326;POINT(6.3165 45.658667),real,73
73318400,Le Corbier,1585,SRID=4326;POINT(6.266667 45.243333),real,73
73322001,LA NORMA_SAPC,1985,SRID=4326;POINT(6.7035 45.190667),real,73
73322401,La Norma,1958,SRID=4326;POINT(6.698833 45.1885),real,73
73326001,VIMINES,515,SRID=4326;POINT(5.851667 45.5455),real,73
73329001,CHAMBERY-AIX,235,SRID=4326;POINT(5.878 45.641333),real,73
73330001,YENNE,230,SRID=4326;POINT(5.755 45.701),real,73
74001001,ABONDANCE,947,SRID=4326;POINT(6.734167 46.2845),real,74
74003001,ALEX,680,SRID=4326;POINT(6.233833 45.885),real,74
74014002,LES CARROZ,1151,SRID=4326;POINT(6.644 46.024667),real,74
74014004,FLAINE_SAPC,1611,SRID=4326;POINT(6.697167 46.002833),real,74
74014400,Flaine,1620,SRID=4326;POINT(6.697333 46.0035),real,74
74014402,LES CARROZ KEDEUSAZ,1760,SRID=4326;POINT(6.665667 46.027667),real,74
74014404,LES CARROZ VILLAGE,1152,SRID=4326;POINT(6.643833 46.024667),real,74
74016001,ARCHAMPS,560,SRID=4326;POINT(6.140167 46.131833),real,74
74024001,AYZE,449,SRID=4326;POINT(6.431333 46.0795),real,74
74031001,BEAUMONT,690,SRID=4326;POINT(6.105667 46.093),real,74
74033400,Bernex,1535,SRID=4326;POINT(6.708167 46.341167),real,74
74034001,LE BIOT,690,SRID=4326;POINT(6.621 46.278167),real,74
74035001,BLOYE,375,SRID=4326;POINT(5.944667 45.821667),real,74
74037002,BOEGE,750,SRID=4326;POINT(6.395 46.213333),real,74
74042003,BONNEVILLE,453,SRID=4326;POINT(6.399833 46.0685),real,74
74043001,BONS CHABLAIS,575,SRID=4326;POINT(6.338333 46.263333),real,74
74045001,LE BOUCHET_SAPC,925,SRID=4326;POINT(6.367667 45.7995),real,74
74051002,CERCIER,492,SRID=4326;POINT(6.043167 46.031833),real,74
74056001,CHAMONIX,1042,SRID=4326;POINT(6.8775 45.9295),real,74
74056004,ARGENTIERE,1275,SRID=4326;POINT(6.928333 45.983333),real,74
74056005,LE TOUR,1500,SRID=4326;POINT(6.9485 46.003833),real,74
74056006,AIGUILLE DU MIDI,3845,SRID=4326;POINT(6.8875 45.8785),real,74
74056400,CHAMONIX-OBS,1043,SRID=4326;POINT(6.867333 45.923333),real,74
74056402,LE TOUR NIVO,1478,SRID=4326;POINT(6.947333 46.002333),real,74
74056405,AIGUILLES ROUGES-NIVOSE,2365,SRID=4326;POINT(6.896833 45.986333),real,74
74056416,Lognan,1970,SRID=4326;POINT(6.942833 45.968333),real,74
74056417,LA FLEGERE,1850,SRID=4326;POINT(6.889167 45.9625),real,74
74056418,LE TOUR BALME,2196,SRID=4326;POINT(6.970833 46.020833),real,74
74056421,COUVERCLE-NIVOSE,2758,SRID=4326;POINT(6.958833 45.909667),real,74
74060001,CHAPELLE SAINT-MAURICE_SAPC,970,SRID=4326;POINT(6.152167 45.782333),real,74
74063002,CHATEL,1155,SRID=4326;POINT(6.818833 46.255833),real,74
74063404,CHATEL NIVO,1635,SRID=4326;POINT(6.792333 46.218333),real,74
74063405,CHATEL NIVO,1700,SRID=4326;POINT(6.797167 46.225167),real,74
74080002,CLUSAZ (LA),1180,SRID=4326;POINT(6.427167 45.887167),real,74
74080403,LA CLUSAZ,1597,SRID=4326;POINT(6.445667 45.8935),real,74
74080404,LA CLUSAZ,1965,SRID=4326;POINT(6.4855 45.900833),real,74
74081002,CLUSES,475,SRID=4326;POINT(6.559833 46.080667),real,74
74081003,CLUSES,485,SRID=4326;POINT(6.588333 46.048333),real,74
74083002,COMBLOUX,1183,SRID=4326;POINT(6.626667 45.892833),real,74
74085001,CONTAMINES MJ,1180,SRID=4326;POINT(6.728833 45.822333),real,74
74085406,LES CONTAMINES MONTJOIE,1780,SRID=4326;POINT(6.699833 45.791833),real,74
74087001,CONTAMINE-SUR- ARVE,452,SRID=4326;POINT(6.34 46.128667),real,74
74093001,CRAN-GEVRIER,426,SRID=4326;POINT(6.107833 45.910833),real,74
74105002,DOUVAINE SA,470,SRID=4326;POINT(6.318333 46.302333),real,74
74110001,ENTREMONT,830,SRID=4326;POINT(6.393 45.953333),real,74
74116002,ETEAUX,805,SRID=4326;POINT(6.275667 46.063),real,74
74117001,ETERCY,512,SRID=4326;POINT(6.01 45.89),real,74
74119002,EVIAN,395,SRID=4326;POINT(6.5665 46.3965),real,74
74119003,EVIAN SA,725,SRID=4326;POINT(6.5825 46.382333),real,74
74123002,FAVERGES,507,SRID=4326;POINT(6.281833 45.753333),real,74
74133001,GAILLARD,399,SRID=4326;POINT(6.210333 46.176),real,74
74134002,GETS (LES),1172,SRID=4326;POINT(6.670333 46.158667),real,74
74134400,Les Gets,1530,SRID=4326;POINT(6.659167 46.165833),real,74
74135001,GIEZ,478,SRID=4326;POINT(6.255333 45.762667),real,74
74136003,GRAND BORNAND,1300,SRID=4326;POINT(6.444667 45.970333),real,74
74136005,LE GRAND-BORNAND,1430,SRID=4326;POINT(6.471833 45.973333),real,74
74136400,Le Grand Bornand,1270,SRID=4326;POINT(6.454167 45.972),real,74
74136403,GRAND-BORNAND,1447,SRID=4326;POINT(6.456167 45.958167),real,74
74137001,GROISY_SAPC,670,SRID=4326;POINT(6.1745 46.012667),real,74
74140002,HABERE-POCHE,960,SRID=4326;POINT(6.473333 46.251667),real,74
74143003,HOUCHES (LES),1004,SRID=4326;POINT(6.800667 45.8925),real,74
74173001,MEGEVE,1080,SRID=4326;POINT(6.608167 45.855333),real,74
74173400,MEGEVE AUXI,1080,SRID=4326;POINT(6.608 45.855667),real,74
74182001,MEYTHET,455,SRID=4326;POINT(6.094 45.928167),real,74
74187001,MONTMIN,1050,SRID=4326;POINT(6.265 45.803833),real,74
74189001,MONT-SAXONNEX,990,SRID=4326;POINT(6.483333 46.048167),real,74
74191003,LE PLENEY,1515,SRID=4326;POINT(6.692833 46.168333),real,74
74191406,Avoriaz,1768,SRID=4326;POINT(6.779833 46.186167),real,74
74193001,LA CROISETTE,1175,SRID=4326;POINT(6.171167 46.119167),real,74
74203001,NOVEL,949,SRID=4326;POINT(6.79 46.368833),real,74
74208005,CHEDDE,610,SRID=4326;POINT(6.73 45.923333),real,74
74211002,PERS JUSSY,747,SRID=4326;POINT(6.2605 46.098),real,74
74221001,REPOSOIR (LE),975,SRID=4326;POINT(6.5355 46.011333),real,74
74236002,MONT ARBOIS,1833,SRID=4326;POINT(6.669 45.855333),real,74
74241001,ST JEOIRE,535,SRID=4326;POINT(6.477 46.136667),real,74
74252001,ST SIGISMOND,1020,SRID=4326;POINT(6.612167 46.076333),real,74
74256001,SALLANCHES,542,SRID=4326;POINT(6.640333 45.931667),real,74
74258002,SAMOENS,785,SRID=4326;POINT(6.726667 46.086667),real,74
74263001,SCIEZ,413,SRID=4326;POINT(6.378333 46.331667),real,74
74266001,SERVOZ,815,SRID=4326;POINT(6.767333 45.931167),real,74
74270400,Seythenex,1159,SRID=4326;POINT(6.276333 45.713),real,74
74280001,THONES,630,SRID=4326;POINT(6.323 45.877833),real,74
74281001,THONON-INRAE,376,SRID=4326;POINT(6.455 46.366667),real,74
74285001,USINENS,417,SRID=4326;POINT(5.841667 46.008333),real,74
74285002,USINENS SA,452,SRID=4326;POINT(5.8445 46.013),real,74
74286001,VACHERESSE,790,SRID=4326;POINT(6.669833 46.316333),real,74
74286400,VACHERESSE AUXI,790,SRID=4326;POINT(6.673333 46.315333),real,74
74289001,VALLIERES,309,SRID=4326;POINT(5.921667 45.901667),real,74
74290002,VALLORCINE_PLAN-DROIT,1326,SRID=4326;POINT(6.919167 46.0205),real,74
74290003,VALLORCINE,1326,SRID=4326;POINT(6.919167 46.0205),real,74
74292001,VAULX,520,SRID=4326;POINT(5.994667 45.918),real,74
77006001,ARBONNE,73,SRID=4326;POINT(2.565 48.416667),real,77
77019002,BALLOY,55,SRID=4326;POINT(3.146667 48.398333),real,77
77033001,BEZALLES,163,SRID=4326;POINT(3.241833 48.678333),real,77
77042001,BOISSY-LE-CHAT.,133,SRID=4326;POINT(3.14 48.825),real,77
77053002,BRI-COMTE-ROB.,75,SRID=4326;POINT(2.646667 48.68),real,77
77054001,LA BROSSE-MX,77,SRID=4326;POINT(3.023333 48.351667),real,77
77058001,BUSSY,125,SRID=4326;POINT(2.699 48.843167),real,77
77066002,CERNEUX,183,SRID=4326;POINT(3.359167 48.726833),real,77
77069001,CHAILLY,79,SRID=4326;POINT(2.607333 48.461667),real,77
77084001,CHANGIS,70,SRID=4326;POINT(3.011833 48.964667),real,77
77100003,LE CHATELET,85,SRID=4326;POINT(2.801833 48.490833),real,77
77103001,CHATILLON-LA-B.,93,SRID=4326;POINT(2.810333 48.542333),real,77
77108001,CHELLES,60,SRID=4326;POINT(2.607 48.890333),real,77
77113002,CHEVRU,158,SRID=4326;POINT(3.203333 48.726833),real,77
77114002,CHEVRY-COSSIGNY,103,SRID=4326;POINT(2.678833 48.707833),real,77
77120001,COCHEREL,185,SRID=4326;POINT(3.106667 49.02),real,77
77126001,CONGIS,66,SRID=4326;POINT(2.965 49.021667),real,77
77135001,COURPALAY,95,SRID=4326;POINT(2.966167 48.647833),real,77
77142001,CRECY-LA-CHAP.,52,SRID=4326;POINT(2.910833 48.856833),real,77
77148002,CROUY-SUR-OURCQ,62,SRID=4326;POINT(3.070333 49.092833),real,77
77153003,DAMMARTIN - DDE,111,SRID=4326;POINT(2.704167 49.062167),real,77
77159001,DONNEMARIE,97,SRID=4326;POINT(3.1265 48.474667),real,77
77164001,ECHOUBOULAINS,118,SRID=4326;POINT(2.945333 48.464833),real,77
77164002,ECHOUBOULAINS-LES GARGOTS,117,SRID=4326;POINT(2.9455 48.463833),real,77
77175001,EVRY-GREGY,90,SRID=4326;POINT(2.63 48.653333),real,77
77177001,FAVIERES,115,SRID=4326;POINT(2.765 48.791667),real,77
77181003,FERRIERES - ONF,101,SRID=4326;POINT(2.693333 48.823333),real,77
77182003,FERTE-GAUCHER,113,SRID=4326;POINT(3.307667 48.779333),real,77
77186002,FONTAINEBLEAU_SAPC,84,SRID=4326;POINT(2.6785 48.406),real,77
77192002,FONTENAY-TRES,105,SRID=4326;POINT(2.823833 48.691667),real,77
77211001,NANGIS,128,SRID=4326;POINT(3.007667 48.595333),real,77
77221001,GUERMANTES,98,SRID=4326;POINT(2.698333 48.853333),real,77
77239001,JOUY-LE-CHATEL,135,SRID=4326;POINT(3.125167 48.6895),real,77
77284003,MEAUX,67,SRID=4326;POINT(2.925667 48.954),real,77
77288005,MELUN - VILLE,44,SRID=4326;POINT(2.646667 48.531667),real,77
77292001,MESSY,75,SRID=4326;POINT(2.698333 48.968167),real,77
77297001,MONDREVILLE,96,SRID=4326;POINT(2.61 48.14),real,77
77306001,MELUN,91,SRID=4326;POINT(2.6795 48.610333),real,77
77320002,MOUROUX_SAPC,148,SRID=4326;POINT(3.0585 48.847),real,77
77333003,NEMOURS,73,SRID=4326;POINT(2.715 48.27),real,77
77339001,NOISY-SUR-ECOLE,102,SRID=4326;POINT(2.496667 48.356667),real,77
77359002,PERTHES,81,SRID=4326;POINT(2.551667 48.471667),real,77
77379002,PROVINS,96,SRID=4326;POINT(3.285 48.551667),real,77
77379004,PROVINS-DE GAULLE,97,SRID=4326;POINT(3.286 48.559167),real,77
77390001,ROISSY-EN-BRIE,103,SRID=4326;POINT(2.636667 48.795),real,77
77403001,ST-BRICE,100,SRID=4326;POINT(3.36 48.555),real,77
77405001,ST-CYR/MORIN-BG,63,SRID=4326;POINT(3.183333 48.908333),real,77
77406002,ST-DENIS-LES-R.,147,SRID=4326;POINT(3.208333 48.841667),real,77
77418001,ST-LOUP-DE-NAUD,99,SRID=4326;POINT(3.210167 48.536167),real,77
77419001,ST-MAMMES,55,SRID=4326;POINT(2.811667 48.386667),real,77
77431001,ST-PIERRE-LES-N,117,SRID=4326;POINT(2.646667 48.263333),real,77
77447002,SEINE-PORT,76,SRID=4326;POINT(2.576333 48.547667),real,77
77449001,SERRIS,130,SRID=4326;POINT(2.788333 48.845),real,77
77459002,SOURDUN,148,SRID=4326;POINT(3.355 48.538333),real,77
77463001,THOMERY,57,SRID=4326;POINT(2.781667 48.41),real,77
