id,name,elevation_m,location_wkt,source_type,department
77464002,THORIGNY,112,SRID=4326;POINT(2.713833 48.891167),real,77
77468001,TORCY,43,SRID=4326;POINT(2.651 48.8635),real,77
77478001,USSY-SUR-MARNE,69,SRID=4326;POINT(3.093667 48.973667),real,77
77485001,LE VAUDOUE,68,SRID=4326;POINT(2.516333 48.3595),real,77
77489001,VAUX-SUR-LUNAIN,136,SRID=4326;POINT(2.934667 48.221833),real,77
77515001,VILLEROY,109,SRID=4326;POINT(2.773333 48.991667),real,77
77524001,VIMPELLES,72,SRID=4326;POINT(3.151667 48.46),real,77
77530001,VOULTON_SAPC,175,SRID=4326;POINT(3.350333 48.612667),real,77
83001001,ADRETS DE L EST,310,SRID=4326;POINT(6.813333 43.523333),real,83
83002001,AIGUINES,800,SRID=4326;POINT(6.245 43.775),real,83
83002004,AIGUINES_SAPC,563,SRID=4326;POINT(6.244833 43.7945),real,83
83004003,LESARCS PARADOU,48,SRID=4326;POINT(6.476667 43.45),real,83
83004004,LES ARCS_SAPC,55,SRID=4326;POINT(6.470833 43.451),real,83
83007004,AUPS,497,SRID=4326;POINT(6.1875 43.641),real,83
83008001,BAGNOLS-EN-FORET,320,SRID=4326;POINT(6.698333 43.538333),real,83
83008002,BAGNOLS EN FORET,249,SRID=4326;POINT(6.685167 43.539667),real,83
83009004,BANDOL,152,SRID=4326;POINT(5.751667 43.146667),real,83
83009005,BANDOL-BELLEVUE,73,SRID=4326;POINT(5.745 43.145833),real,83
83011001,BARGEMON,372,SRID=4326;POINT(6.564667 43.621833),real,83
83012001,BARJOLS,267,SRID=4326;POINT(6.003833 43.557167),real,83
83016001,LE BEAUSSET,178,SRID=4326;POINT(5.801667 43.196667),real,83
83018001,BESSE-SUR-ISSOLE,266,SRID=4326;POINT(6.206667 43.352333),real,83
83019002,BORMES LES MIMOSAS,88,SRID=4326;POINT(6.379333 43.195167),real,83
83023001,BRIGNOLES,240,SRID=4326;POINT(6.091667 43.408333),real,83
83026001,CABASSE,171,SRID=4326;POINT(6.199167 43.4445),real,83
83028001,CALLAS,308,SRID=4326;POINT(6.547167 43.585333),real,83
83031001,LE LUC,80,SRID=4326;POINT(6.386167 43.383167),real,83
83035001,LE CASTELLET-AERO,417,SRID=4326;POINT(5.784667 43.252167),real,83
83035002,LE CASTELLET_SAPC,66,SRID=4326;POINT(5.7725 43.1845),real,83
83037001,LA CELLE,250,SRID=4326;POINT(5.991167 43.394667),real,83
83042001,COGOLIN_SAPC,31,SRID=4326;POINT(6.510333 43.261667),real,83
83043005,COLLOBRIERES_SAPC,128,SRID=4326;POINT(6.258 43.232167),real,83
83044001,COMPS-ST JEAN,884,SRID=4326;POINT(6.5095 43.708833),real,83
83044003,COMPS-SUR-ARTUBY,892,SRID=4326;POINT(6.471333 43.658833),real,83
83046001,COTIGNAC,375,SRID=4326;POINT(6.129 43.554333),real,83
83049003,CUERS-POUVEREL,121,SRID=4326;POINT(6.085833 43.2395),real,83
83049005,CUERS,72,SRID=4326;POINT(6.131333 43.247667),real,83
83050005,DRAGUI-IERES,232,SRID=4326;POINT(6.433333 43.526667),real,83
83050007,DRAGUIGNAN_SAPC,173,SRID=4326;POINT(6.453333 43.526167),real,83
83051001,ENTRECASTEAUX,279,SRID=4326;POINT(6.252167 43.521333),real,83
83056001,FIGANIERES,270,SRID=4326;POINT(6.511667 43.565),real,83
83061001,FREJUS,7,SRID=4326;POINT(6.738 43.4235),real,83
83061005,FREJUS-PLAINE,7,SRID=4326;POINT(6.7015 43.428833),real,83
83061007,FREJUS MONT VINAIGRE,560,SRID=4326;POINT(6.8155 43.502667),real,83
83067001,GONFARON-AGGLO,170,SRID=4326;POINT(6.286667 43.319),real,83
83068001,GRIMAUD,75,SRID=4326;POINT(6.521667 43.271667),real,83
83069001,HYERES,2,SRID=4326;POINT(6.147 43.1005),real,83
83069002,PORQUEROLLES,143,SRID=4326;POINT(6.227167 43.000167),real,83
83069003,ILE DU LEVANT,118,SRID=4326;POINT(6.469333 43.0325),real,83
83069008,HYERES-PEPINIERES,12,SRID=4326;POINT(6.1965 42.998667),real,83
83069015,PORQUEROLL-PORT,3,SRID=4326;POINT(6.203833 43.002833),real,83
83069016,HYERES-PLAGE,9,SRID=4326;POINT(6.1545 43.115667),real,83
83070002,LE LAVANDOU,103,SRID=4326;POINT(6.366833 43.143),real,83
83072001,LORGUES,203,SRID=4326;POINT(6.3575 43.491167),real,83
83074002,LA MARTRE,967,SRID=4326;POINT(6.598667 43.770667),real,83
83075001,LES MAYONS_SAPC,147,SRID=4326;POINT(6.358333 43.316833),real,83
83077001,MEOUNES LES MONTRIEUX_SAPC,309,SRID=4326;POINT(5.964833 43.258),real,83
83080001,MONS,878,SRID=4326;POINT(6.710167 43.694333),real,83
83083001,MONTFORT-SUR-ARGENS_SAPC,141,SRID=4326;POINT(6.127 43.469667),real,83
83086001,GRAND COURRENT,375,SRID=4326;POINT(6.566667 43.405),real,83
83093005,PLAN D'AUPS - STE BAUME_SAPC,605,SRID=4326;POINT(5.728333 43.342667),real,83
83101001,CAP CAMARAT,107,SRID=4326;POINT(6.6745 43.2005),real,83
83102001,REGUSSE,525,SRID=4326;POINT(6.128333 43.655),real,83
83102005,REGUSSE,561,SRID=4326;POINT(6.105167 43.668167),real,83
83104001,RIANS,390,SRID=4326;POINT(5.7525 43.618167),real,83
83108001,LA ROQUEBRUSSANNE,352,SRID=4326;POINT(5.9875 43.334333),real,83
83113002,ST JULIEN,510,SRID=4326;POINT(5.903333 43.708333),real,83
83115001,STE MAXIME,24,SRID=4326;POINT(6.642667 43.322167),real,83
83116001,ST MAXIMIN-DDE,310,SRID=4326;POINT(5.861667 43.45),real,83
83116003,ST MAXIMIN-AUTOROUTE,300,SRID=4326;POINT(5.881667 43.451667),real,83
83116004,ST MAXIMIN-OLLI,295,SRID=4326;POINT(5.851167 43.480667),real,83
83116022,ST MAXIMIN LA STE BAUME,294,SRID=4326;POINT(5.847833 43.4775),real,83
83118002,LE DRAMONT,124,SRID=4326;POINT(6.852833 43.4145),real,83
83118006,ST RAPHAEL,309,SRID=4326;POINT(6.881667 43.501667),real,83
83118009,ST RAPHAEL-MF,12,SRID=4326;POINT(6.92 43.468333),real,83
83119003,ST TROPEZ,3,SRID=4326;POINT(6.648333 43.271667),real,83
83124002,SEILLANS,278,SRID=4326;POINT(6.622167 43.580167),real,83
83126001,LA SEYNE-SUR-MER,36,SRID=4326;POINT(5.872 43.098833),real,83
83133002,TANNERON MARJOR,417,SRID=4326;POINT(6.853333 43.563333),real,83
83133003,PEGOMAS-TANNERON,483,SRID=4326;POINT(6.897 43.562667),real,83
83137001,TOULON,3,SRID=4326;POINT(5.9005 43.114),real,83
83138002,TOURRETTES,240,SRID=4326;POINT(6.724167 43.612667),real,83
83145001,VARAGES,348,SRID=4326;POINT(5.962833 43.593833),real,83
83147001,VERIGNON,839,SRID=4326;POINT(6.27 43.657833),real,83
83148002,VIDAUBAN,282,SRID=4326;POINT(6.525 43.386667),real,83
83150002,VINON SUR VERDON,271,SRID=4326;POINT(5.782667 43.734),real,83
83153001,CAP CEPET,115,SRID=4326;POINT(5.940833 43.079333),real,83
84001001,ALTHEN,35,SRID=4326;POINT(4.962167 43.989833),real,84
84003002,APT-VITON,242,SRID=4326;POINT(5.414 43.881),real,84
84003003,APT,222,SRID=4326;POINT(5.381833 43.892),real,84
84005001,AUREL,725,SRID=4326;POINT(5.413333 44.123333),real,84
84007005,AVIGNON,34,SRID=4326;POINT(4.9025 43.911333),real,84
84009002,LA BASTIDE DES JOURDANS,381,SRID=4326;POINT(5.615 43.787333),real,84
84014001,BEAUMONT-DE-PERTUIS,255,SRID=4326;POINT(5.741667 43.733333),real,84
84014002,BEAUMONT DE PERTUIS,431,SRID=4326;POINT(5.698 43.756167),real,84
84015002,BEAUMONT-MT  SEREIN,1445,SRID=4326;POINT(5.255833 44.180667),real,84
84017006,CHALET REYNARD,1455,SRID=4326;POINT(5.319667 44.151167),real,84
84017007,BEDOIN,358,SRID=4326;POINT(5.199667 44.129667),real,84
84020003,BONNIEUX,250,SRID=4326;POINT(5.302667 43.833167),real,84
84020004,BONNIEUX/PLAINE,175,SRID=4326;POINT(5.301667 43.868333),real,84
84022001,BUISSON,176,SRID=4326;POINT(4.990333 44.280667),real,84
84025001,CABRIERES D'AVIGNON,142,SRID=4326;POINT(5.164833 43.883667),real,84
84026003,CADENET,152,SRID=4326;POINT(5.353 43.718833),real,84
84028001,CAIRANNE,118,SRID=4326;POINT(4.943333 44.215),real,84
84031001,CARPENTRAS,98,SRID=4326;POINT(5.058333 44.083667),real,84
84031004,CARPENTRAS-FAUCONNETTE,148,SRID=4326;POINT(5.089667 44.033833),real,84
84033001,CASTELLET/VAL.,288,SRID=4326;POINT(5.488333 43.848333),real,84
84033002,CASTELLET,438,SRID=4326;POINT(5.478833 43.8395),real,84
84035003,CAVAILLON,70,SRID=4326;POINT(5.032333 43.8565),real,84
84035005,CAVAILLON,75,SRID=4326;POINT(5.056667 43.832833),real,84
84036001,GADAGNE,110,SRID=4326;POINT(4.9245 43.933167),real,84
84037002,CHATEAUNEUF DU PAPE,106,SRID=4326;POINT(4.811333 44.0815),real,84
84039001,COURTHEZON,40,SRID=4326;POINT(4.921167 44.074833),real,84
84044001,ENTRECHAUX,285,SRID=4326;POINT(5.143333 44.217667),real,84
84051001,GOULT,175,SRID=4326;POINT(5.248667 43.895),real,84
84052001,GRAMBOIS,460,SRID=4326;POINT(5.63 43.763333),real,84
84054001,ISLE SUR SORGUE,64,SRID=4326;POINT(5.051167 43.9015),real,84
84055001,JONQUERETTES,58,SRID=4326;POINT(4.932 43.950833),real,84
84057001,JOUCAS,200,SRID=4326;POINT(5.26 43.918333),real,84
84060002,LAGARDE-D APT,1018,SRID=4326;POINT(5.475 44.015),real,84
84064001,LAPALUD,46,SRID=4326;POINT(4.658167 44.3205),real,84
84066002,LIOUX,282,SRID=4326;POINT(5.291667 43.941667),real,84
84068001,LOURMARIN,224,SRID=4326;POINT(5.366667 43.766667),real,84
84069001,MALAUCENE,348,SRID=4326;POINT(5.116333 44.168833),real,84
84073001,MENERBES,252,SRID=4326;POINT(5.230667 43.832667),real,84
84074004,MERINDOL,150,SRID=4326;POINT(5.192667 43.752167),real,84
84075002,METHAMIS,250,SRID=4326;POINT(5.209167 44.012),real,84
84076002,MIRABEAU,391,SRID=4326;POINT(5.615167 43.708167),real,84
84078001,MONDRAGON,39,SRID=4326;POINT(4.711667 44.233333),real,84
84079001,MONIEUX,818,SRID=4326;POINT(5.338667 44.057),real,84
84082001,MORMOIRON,308,SRID=4326;POINT(5.209667 44.072833),real,84
84085003,MURS-SALUT,470,SRID=4326;POINT(5.241667 43.943333),real,84
84085004,MURS,488,SRID=4326;POINT(5.2255 43.938167),real,84
84086001,OPPEDE CRETE DU PETIT  LUBERON,672,SRID=4326;POINT(5.146 43.811),real,84
84087001,ORANGE,57,SRID=4326;POINT(4.861 44.1445),real,84
84088002,PERNES LES FONTAINES,150,SRID=4326;POINT(5.080167 43.977667),real,84
84089003,PERTUIS,208,SRID=4326;POINT(5.507667 43.695833),real,84
84091001,PIOLENC,42,SRID=4326;POINT(4.785 44.195333),real,84
84094001,PUYMERAS,392,SRID=4326;POINT(5.131333 44.2895),real,84
84095001,PUYVERT,150,SRID=4326;POINT(5.345 43.731667),real,84
84103001,RUSTREL,400,SRID=4326;POINT(5.492667 43.9245),real,84
84107002,ST CHRISTOL,836,SRID=4326;POINT(5.492833 44.040667),real,84
84108001,ST DIDIER,152,SRID=4326;POINT(5.103333 44.006667),real,84
84110001,ST LEGER,390,SRID=4326;POINT(5.265167 44.213667),real,84
84115001,ST PIERRE,290,SRID=4326;POINT(5.161667 44.086667),real,84
84118001,ST SATURNIN LES APT,322,SRID=4326;POINT(5.372 43.930833),real,84
84118004,ST SATURNIN-LES LAYS,835,SRID=4326;POINT(5.3955 43.977333),real,84
84121001,SANNES,307,SRID=4326;POINT(5.499333 43.754833),real,84
84122001,SARRIANS GAYET,43,SRID=4326;POINT(4.936667 44.086667),real,84
84122002,SARRIANS,36,SRID=4326;POINT(4.971167 44.087),real,84
84122003,SARRIANS,54,SRID=4326;POINT(4.921667 44.104333),real,84
84123001,SAULT-VILLAGE,792,SRID=4326;POINT(5.417333 44.089833),real,84
84123004,SAULT,670,SRID=4326;POINT(5.396667 44.068333),real,84
84125003,SAVOILLAN,510,SRID=4326;POINT(5.375167 44.179833),real,84
84126001,SEGURET,140,SRID=4326;POINT(5.001833 44.2075),real,84
84127001,SERIGNAN,80,SRID=4326;POINT(4.841667 44.19),real,84
84129001,SORGUES,23,SRID=4326;POINT(4.853333 44.0195),real,84
84130001,SUZETTE,454,SRID=4326;POINT(5.054333 44.172167),real,84
84133001,TOUR D AIGUES,260,SRID=4326;POINT(5.561667 43.733333),real,84
84137001,VAISON LA ROMAINE,240,SRID=4326;POINT(5.063333 44.258333),real,84
84138001,VALREAS,202,SRID=4326;POINT(4.963833 44.380167),real,84
84138003,VALREAS COTEAU,325,SRID=4326;POINT(5.012833 44.369833),real,84
84140001,VAUGINES,345,SRID=4326;POINT(5.412333 43.773667),real,84
84143001,VENASQUE,520,SRID=4326;POINT(5.1885 43.964333),real,84
84144001,VIENS,620,SRID=4326;POINT(5.5665 43.896333),real,84
84145001,VILLARS,325,SRID=4326;POINT(5.425 43.928333),real,84
84145002,VILLARS-BERRE,1020,SRID=4326;POINT(5.438833 44.003333),real,84
84150001,VISAN,141,SRID=4326;POINT(4.9055 44.336667),real,84
89003001,AILLANT,124,SRID=4326;POINT(3.353667 47.874),real,89
89005001,ANCY-LE-FRANC,180,SRID=4326;POINT(4.161667 47.777),real,89
89014001,ARCES,266,SRID=4326;POINT(3.583167 48.078167),real,89
89025002,AVALLON VEYRAT,196,SRID=4326;POINT(3.93 47.476667),real,89
89025006,AVALLON,245,SRID=4326;POINT(3.898333 47.495667),real,89
89046001,BLENEAU,155,SRID=4326;POINT(2.957833 47.695833),real,89
89048001,BOEURS EN OTHE,243,SRID=4326;POINT(3.7425 48.148333),real,89
89049001,BOIS-D ARCY,210,SRID=4326;POINT(3.716333 47.547667),real,89
89066001,CERISIERS,150,SRID=4326;POINT(3.486667 48.131667),real,89
89068001,CHABLIS_SAPC,141,SRID=4326;POINT(3.791167 47.822),real,89
89076001,CHAMPLOST,122,SRID=4326;POINT(3.669833 48.026333),real,89
89086001,CHARNY,179,SRID=4326;POINT(3.080333 47.882667),real,89
89092002,CHATEL-GERARD,315,SRID=4326;POINT(4.096333 47.6285),real,89
89120001,COULOURS,228,SRID=4326;POINT(3.611333 48.162333),real,89
89131001,CRUZY_SAPC,291,SRID=4326;POINT(4.2245 47.852),real,89
89133001,CUDOT_SAPC,170,SRID=4326;POINT(3.1775 47.983833),real,89
89141001,DISSANGIS,194,SRID=4326;POINT(3.984667 47.596833),real,89
89142001,DIXMONT,145,SRID=4326;POINT(3.442333 48.075833),real,89
89165001,FLACY,118,SRID=4326;POINT(3.61 48.225667),real,89
89173001,FONTAINES,320,SRID=4326;POINT(3.259333 47.691),real,89
89192001,GRANDCHAMP_SAPC,180,SRID=4326;POINT(3.1895 47.7815),real,89
89204002,ISLE-SUR-SEREIN,200,SRID=4326;POINT(4.006667 47.583333),real,89
89206001,JOIGNY,75,SRID=4326;POINT(3.370833 47.982833),real,89
89215001,LAIN,300,SRID=4326;POINT(3.344333 47.615167),real,89
89227001,LIGNY-LE-CHATEL,155,SRID=4326;POINT(3.728667 47.939),real,89
89253001,MERRY-SUR-YONNE,225,SRID=4326;POINT(3.5995 47.565167),real,89
89260001,MOLESMES_SAPC,355,SRID=4326;POINT(3.463833 47.610333),real,89
89273001,ST FARGEAU_SAPC,258,SRID=4326;POINT(3.133833 47.625833),real,89
89277002,NITRY,245,SRID=4326;POINT(3.880667 47.6695),real,89
89279001,NOYERS,185,SRID=4326;POINT(4.002 47.693),real,89
89279002,NOYERS_SAPC,266,SRID=4326;POINT(3.949 47.682833),real,89
89295001,AUXERRE-PERRIGNY,152,SRID=4326;POINT(3.549667 47.824667),real,89
89311001,POURRAIN,210,SRID=4326;POINT(3.4035 47.7825),real,89
89318002,QUARRE-LES-TOMBES,570,SRID=4326;POINT(4.032833 47.334333),real,89
89333001,ST ANDRE,300,SRID=4326;POINT(4.058667 47.488333),real,89
89336001,ST BRANCHER,345,SRID=4326;POINT(3.987167 47.4455),real,89
89341001,ST CYR LES COLONS,280,SRID=4326;POINT(3.744167 47.740167),real,89
89342001,ST DENIS LES SENS,65,SRID=4326;POINT(3.266833 48.220833),real,89
89344002,ST FARGEAU - SEPTFONDS,198,SRID=4326;POINT(3.096167 47.701833),real,89
89346001,AUXERRE,207,SRID=4326;POINT(3.5455 47.8015),real,89
89349001,ST LEGER VAUBAN,464,SRID=4326;POINT(4.063833 47.357),real,89
89349005,ST-LEGER-VAUBAN_SA,517,SRID=4326;POINT(4.08 47.361167),real,89
89362001,ST MORE,130,SRID=4326;POINT(3.774333 47.578833),real,89
89365001,SAINT PRIVE,198,SRID=4326;POINT(2.985333 47.658),real,89
89378001,SAUVIGNY,308,SRID=4326;POINT(3.981667 47.518333),real,89
89380001,SAVIGNY/CLAIRIS,184,SRID=4326;POINT(3.104 48.0865),real,89
89382002,SEIGNELAY,117,SRID=4326;POINT(3.596167 47.904167),real,89
89387002,SENS,70,SRID=4326;POINT(3.288667 48.167667),real,89
89391001,SERGINES,115,SRID=4326;POINT(3.263333 48.346667),real,89
89397001,SOMMECAISE,200,SRID=4326;POINT(3.233167 47.8485),real,89
89414001,ST MARTIN-SUR-OREUSE,88,SRID=4326;POINT(3.335833 48.2915),real,89
89418001,TONNERRE,137,SRID=4326;POINT(3.977167 47.867833),real,89
89418007,TONNERRE JOUDRE,200,SRID=4326;POINT(3.995 47.868167),real,89
89446001,VEZELAY,244,SRID=4326;POINT(3.740333 47.4615),real,89
89467001,VILLETHIERRY,154,SRID=4326;POINT(3.0745 48.263833),real,89
89469001,PERCENEIGE,165,SRID=4326;POINT(3.381167 48.356833),real,89
89470001,VILLIERS-LES-HAUTS,243,SRID=4326;POINT(4.144167 47.727167),real,89
89478001,VINCELLES,111,SRID=4326;POINT(3.624833 47.705167),real,89
